type,days_for_shipping_real,days_for_shipment_scheduled,benefit_per_order,sales_per_customer,delivery_status,late_delivery_risk,category_id,category_name,customer_city,customer_country,customer_email,customer_fname,customer_id,customer_lname,customer_password,customer_segment,customer_state,customer_street,customer_zipcode,department_id,department_name,latitude,longitude,market,order_city,order_country,order_customer_id,order_date_dateorders,order_id,order_item_cardprod_id,order_item_discount,order_item_discount_rate,order_item_id,order_item_product_price,order_item_profit_ratio,order_item_quantity,sales,order_item_total,order_profit_per_order,order_region,order_state,order_status,product_card_id,product_category_id,product_image,product_name,product_price,product_status,shipping_date_dateorders,shipping_mode
DEBIT,6,2,40.02,86.99,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Jerry,1840,Smith,XXXXXXXXX,Consumer,PR,427 Grand Branch Hill,725.0,3,Footwear,18.267374,-66.37063,Africa,Kuito,Angola,1840,2017-01-15 04:44:00,51050,191,13.0,0.13,127587,99.99,0.46,1,99.99,86.99,40.02,Central Africa,Bié,ON_HOLD,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2017-01-21 04:44:00,Second Class
DEBIT,6,2,44.59,127.39,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,6757,Freeman,XXXXXXXXX,Consumer,PR,2035 Lazy Diversion,725.0,4,Apparel,18.296595,-66.37059,Africa,Jartum,Sudán,6757,2016-10-28 19:23:00,45680,403,2.6,0.02,114171,129.99,0.35,1,129.99,127.39,44.59,North Africa,Jartum,ON_HOLD,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.99,0,2016-11-03 19:23:00,Second Class
DEBIT,3,2,57.96,118.29,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Laura,3972,Bennett,XXXXXXXXX,Consumer,PR,4520 Grand Port,725.0,4,Apparel,18.274685,-66.37057,Africa,Hargeysa,Somalia,3972,2016-09-19 13:39:00,42992,403,11.7,0.09,107395,129.99,0.49,1,129.99,118.29,57.96,East Africa,Gobolka Woqooyi Galbeed,ON_HOLD,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.99,0,2016-09-22 13:39:00,Second Class
DEBIT,5,2,30.42,116.99,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Megan,9316,Sanders,XXXXXXXXX,Consumer,PR,7489 Green End,725.0,4,Apparel,18.219446,-66.370575,Africa,Kenitra,Marruecos,9316,2016-08-25 22:16:00,41304,403,13.0,0.1,103114,129.99,0.26,1,129.99,116.99,30.42,North Africa,Garb-Chrarda-Beni Hsen,ON_HOLD,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.99,0,2016-08-30 22:16:00,Second Class
DEBIT,6,2,24.6,49.19,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,6757,Freeman,XXXXXXXXX,Consumer,PR,2035 Lazy Diversion,725.0,4,Apparel,18.296595,-66.37059,Africa,Jartum,Sudán,6757,2016-10-28 19:23:00,45680,365,10.8,0.18,114173,59.99,0.5,1,59.99,49.19,24.6,North Africa,Jartum,ON_HOLD,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99,0,2016-11-03 19:23:00,Second Class
DEBIT,4,2,48.88,103.99,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,11213,Black,XXXXXXXXX,Consumer,PR,620 Thunder Creek Towers,725.0,4,Apparel,18.239756,-66.37059,Africa,Abidjan,Costa de Marfil,11213,2016-10-07 23:26:00,44253,403,26.0,0.2,110494,129.99,0.47,1,129.99,103.99,48.88,West Africa,Lagunes,ON_HOLD,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.99,0,2016-10-11 23:26:00,Second Class
DEBIT,4,2,0.0,296.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Jack,3474,Hatfield,XXXXXXXXX,Consumer,PR,555 Lazy Robin Freeway,725.0,7,Fan Shop,18.264326,-66.370605,Africa,Abu Kabir,Egipto,3474,2016-11-03 21:49:00,46098,957,3.0,0.01,115235,299.98,0.0,1,299.98,296.98,0.0,North Africa,Ash Sharqiyah,ON_HOLD,957,43,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.98,0,2016-11-07 21:49:00,Second Class
DEBIT,5,2,95.54,293.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Megan,9316,Sanders,XXXXXXXXX,Consumer,PR,7489 Green End,725.0,7,Fan Shop,18.219446,-66.370575,Africa,Kenitra,Marruecos,9316,2016-08-25 22:16:00,41304,957,6.0,0.02,103115,299.98,0.33,1,299.98,293.98,95.54,North Africa,Garb-Chrarda-Beni Hsen,ON_HOLD,957,43,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.98,0,2016-08-30 22:16:00,Second Class
DEBIT,3,2,-50.58,252.88,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Kirestin,14630,Barr,XXXXXXXXX,Consumer,PR,4722 Round Embers Falls,725.0,10,Technology,18.270855,-66.037056,Europe,Perugia,Italia,14630,2017-11-03 13:05:00,71077,1352,0.0,0.0,174392,252.88,-0.2,1,252.88,252.88,-50.58,Southern Europe,Umbría,COMPLETE,1352,65,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.88,0,2017-11-06 13:05:00,Second Class
DEBIT,4,2,120.83,447.52,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Nora,13256,Downs,XXXXXXXXX,Consumer,PR,1836 Cozy View Orchard,725.0,10,Technology,18.236652,-66.03706,Europe,Nuremberg,Alemania,13256,2017-10-14 11:42:00,69703,1349,4.52,0.01,173018,452.04,0.27,1,452.04,447.52,120.83,Western Europe,Bavaria,COMPLETE,1349,62,http://images.acmesports.sports/Web+Camera,Web Camera,452.04,0,2017-10-18 11:42:00,Second Class
DEBIT,3,2,25.04,250.35,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Jennifer,14665,Stokes,XXXXXXXXX,Consumer,PR,5257 Umber Field,725.0,10,Technology,18.28206,-66.037056,Europe,Reims,Francia,14665,2017-11-04 01:21:00,71112,1352,2.53,0.01,174427,252.88,0.1,1,252.88,250.35,25.04,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,1352,65,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.88,0,2017-11-07 01:21:00,Second Class
DEBIT,6,2,212.64,443.0,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Madonna,13363,Ingram,XXXXXXXXX,Consumer,PR,9079 Dewy Deer Harbour,725.0,10,Technology,18.215242,-66.037056,Europe,Halle,Alemania,13363,2017-10-16 01:12:00,69810,1349,9.04,0.02,173125,452.04,0.48,1,452.04,443.0,212.64,Western Europe,Sajonia-Anhalt,COMPLETE,1349,62,http://images.acmesports.sports/Web+Camera,Web Camera,452.04,0,2017-10-22 01:12:00,Second Class
DEBIT,3,2,68.68,245.29,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Noelani,14645,Hyde,XXXXXXXXX,Consumer,PR,1284 High Apple Highlands,725.0,10,Technology,18.255985,-66.037056,Europe,Bremerhaven,Alemania,14645,2017-11-03 18:20:00,71092,1352,7.59,0.03,174407,252.88,0.28,1,252.88,245.29,68.68,Western Europe,Bremen,COMPLETE,1352,65,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.88,0,2017-11-06 18:20:00,Second Class
DEBIT,6,2,135.83,433.96,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Sydnee,13163,Nolan,XXXXXXXXX,Consumer,PR,9816 Grand Hills Knoll,725.0,10,Technology,18.281721,-66.037056,Europe,Portici,Italia,13163,2017-10-13 03:08:00,69610,1349,18.08,0.04,172925,452.04,0.31,1,452.04,433.96,135.83,Southern Europe,Campania,COMPLETE,1349,62,http://images.acmesports.sports/Web+Camera,Web Camera,452.04,0,2017-10-19 03:08:00,Second Class
DEBIT,6,2,78.08,240.24,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Willa,14553,Potter,XXXXXXXXX,Consumer,PR,5301 Blue Street,725.0,10,Technology,18.234585,-66.037056,Europe,Bielefeld,Alemania,14553,2017-11-02 10:06:00,71000,1352,12.64,0.05,174315,252.88,0.33,1,252.88,240.24,78.08,Western Europe,Renania del Norte-Westfalia,COMPLETE,1352,65,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.88,0,2017-11-08 10:06:00,Second Class
DEBIT,5,2,595.35,1417.5,Late delivery,1,64,Computers,Caguas,Puerto Rico,XXXXXXXXX,Alma,14287,Delgado,XXXXXXXXX,Consumer,PR,7274 Middle Wynd,725.0,10,Technology,18.252497,-66.03705,Europe,London,Reino Unido,14287,2017-10-29 12:55:00,70734,1351,82.5,0.06,174049,1500.0,0.42,1,1500.0,1417.5,595.35,Northern Europe,Inglaterra,COMPLETE,1351,64,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500.0,0,2017-11-03 12:55:00,Second Class
DEBIT,2,2,21.36,427.18,Shipping on time,0,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Ila,13179,Knight,XXXXXXXXX,Consumer,PR,2668 Velvet Row ,725.0,10,Technology,18.255085,-66.037056,Europe,Drancy,Francia,13179,2017-10-13 08:44:00,69626,1349,24.86,0.06,172941,452.04,0.05,1,452.04,427.18,21.36,Western Europe,Isla de Francia,COMPLETE,1349,62,http://images.acmesports.sports/Web+Camera,Web Camera,452.04,0,2017-10-15 08:44:00,Second Class
DEBIT,3,2,213.59,427.18,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Belle,13035,Booker,XXXXXXXXX,Consumer,PR,567 Fallen Pines ,725.0,10,Technology,18.280422,-66.03706,Europe,Duisburg,Alemania,13035,2017-10-11 06:17:00,69482,1349,24.86,0.06,172797,452.04,0.5,1,452.04,427.18,213.59,Western Europe,Renania del Norte-Westfalia,COMPLETE,1349,62,http://images.acmesports.sports/Web+Camera,Web Camera,452.04,0,2017-10-14 06:17:00,Second Class
DEBIT,5,2,55.8,1395.0,Late delivery,1,64,Computers,Caguas,Puerto Rico,XXXXXXXXX,Alyssa,14322,Contreras,XXXXXXXXX,Consumer,PR,9870 Little Hickory Loop,725.0,10,Technology,18.23289,-66.03706,Europe,Bradford,Reino Unido,14322,2017-10-30 01:10:00,70769,1351,105.0,0.07,174084,1500.0,0.04,1,1500.0,1395.0,55.8,Northern Europe,Inglaterra,COMPLETE,1351,64,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500.0,0,2017-11-04 01:10:00,Second Class
DEBIT,4,2,126.12,420.4,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Lani,13196,Nash,XXXXXXXXX,Consumer,PR,5763 Green Crossing ,725.0,10,Technology,18.228643,-66.03706,Europe,Agrigento,Italia,13196,2017-10-13 14:41:00,69643,1349,31.64,0.07,172958,452.04,0.3,1,452.04,420.4,126.12,Southern Europe,Sicilia,COMPLETE,1349,62,http://images.acmesports.sports/Web+Camera,Web Camera,452.04,0,2017-10-17 14:41:00,Second Class
DEBIT,2,2,6.9,230.12,Shipping on time,0,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Demetria,14604,Jarvis,XXXXXXXXX,Consumer,PR,4854 Tawny Cove,725.0,10,Technology,18.295324,-66.037056,Europe,Oldham,Reino Unido,14604,2017-11-03 03:58:00,71051,1352,22.76,0.09,174366,252.88,0.03,1,252.88,230.12,6.9,Northern Europe,Inglaterra,COMPLETE,1352,65,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.88,0,2017-11-05 03:58:00,Second Class
DEBIT,4,2,-277.67,411.36,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Joan,12961,Nixon,XXXXXXXXX,Consumer,PR,8297 Golden Green ,725.0,10,Technology,18.242178,-66.03706,Europe,Palermo,Italia,12961,2017-10-10 04:21:00,69408,1349,40.68,0.09,172723,452.04,-0.68,1,452.04,411.36,-277.67,Southern Europe,Sicilia,COMPLETE,1349,62,http://images.acmesports.sports/Web+Camera,Web Camera,452.04,0,2017-10-14 04:21:00,Second Class
DEBIT,4,2,105.86,230.12,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Gay,14676,Harper,XXXXXXXXX,Consumer,PR,7293 Lazy Hill,725.0,10,Technology,18.255697,-66.03706,Europe,Madrid,España,14676,2017-11-04 05:12:00,71123,1352,22.76,0.09,174438,252.88,0.46,1,252.88,230.12,105.86,Southern Europe,Madrid,COMPLETE,1352,65,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.88,0,2017-11-08 05:12:00,Second Class
DEBIT,5,2,86.0,1365.0,Late delivery,1,64,Computers,Caguas,Puerto Rico,XXXXXXXXX,Audrey,14087,Acosta,XXXXXXXXX,Consumer,PR,8967 Sleepy Lane,725.0,10,Technology,18.2664,-66.03706,Europe,Nancy,Francia,14087,2017-10-26 14:51:00,70534,1351,135.0,0.09,173849,1500.0,0.06,1,1500.0,1365.0,86.0,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,1351,64,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500.0,0,2017-10-31 14:51:00,Second Class
DEBIT,2,2,195.28,406.84,Shipping on time,0,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Riley,13194,Jones,XXXXXXXXX,Consumer,PR,6370 Emerald Row ,725.0,10,Technology,18.235243,-66.037056,Europe,Girona,España,13194,2017-10-13 13:59:00,69641,1349,45.2,0.1,172956,452.04,0.48,1,452.04,406.84,195.28,Southern Europe,Cataluña,COMPLETE,1349,62,http://images.acmesports.sports/Web+Camera,Web Camera,452.04,0,2017-10-15 13:59:00,Second Class
DEBIT,6,2,22.76,227.59,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Imani,14513,Kelly,XXXXXXXXX,Consumer,PR,3065 Foggy Horse Port,725.0,10,Technology,18.257868,-66.037056,Europe,Laon,Francia,14513,2017-11-01 20:05:00,70960,1352,25.29,0.1,174275,252.88,0.1,1,252.88,227.59,22.76,Western Europe,Norte-Paso de Calais-Picardía,COMPLETE,1352,65,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.88,0,2017-11-07 20:05:00,Second Class
DEBIT,4,2,180.59,384.23,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Mechelle,13461,Parker,XXXXXXXXX,Consumer,PR,1393 Umber Sky Estates,725.0,10,Technology,18.22338,-66.037056,Europe,Hartlepool,Reino Unido,13461,2017-10-17 11:32:00,69908,1349,67.81,0.15,173223,452.04,0.47,1,452.04,384.23,180.59,Northern Europe,Inglaterra,COMPLETE,1349,62,http://images.acmesports.sports/Web+Camera,Web Camera,452.04,0,2017-10-21 11:32:00,Second Class
DEBIT,3,2,101.03,214.95,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Imani,14510,Castaneda,XXXXXXXXX,Consumer,PR,5493 Burning Horse Heath,725.0,10,Technology,18.231075,-66.037056,Europe,Pontault-Combault,Francia,14510,2017-11-01 19:02:00,70957,1352,37.93,0.15,174272,252.88,0.47,1,252.88,214.95,101.03,Western Europe,Isla de Francia,COMPLETE,1352,65,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.88,0,2017-11-04 19:02:00,Second Class
DEBIT,3,2,118.85,379.71,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Whitney,13190,Henderson,XXXXXXXXX,Consumer,PR,529 Blue Grove Rise,725.0,10,Technology,18.26863,-66.037056,Europe,La Rochelle,Francia,13190,2017-10-13 12:35:00,69637,1349,72.33,0.16,172952,452.04,0.31,1,452.04,379.71,118.85,Western Europe,Aquitania-Lemosín-Poitou-Charentes,COMPLETE,1349,62,http://images.acmesports.sports/Web+Camera,Web Camera,452.04,0,2017-10-16 12:35:00,Second Class
DEBIT,6,2,60.87,209.89,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Roanna,14508,Martin,XXXXXXXXX,Consumer,PR,4462 Little Lagoon Route,725.0,10,Technology,18.227089,-66.03706,Europe,Edinburgh,Reino Unido,14508,2017-11-01 18:20:00,70955,1352,42.99,0.17,174270,252.88,0.29,1,252.88,209.89,60.87,Northern Europe,Escocia,COMPLETE,1352,65,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.88,0,2017-11-07 18:20:00,Second Class
DEBIT,5,2,73.46,209.89,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Vivian,14472,Hays,XXXXXXXXX,Consumer,PR,9854 Jagged Impasse,725.0,10,Technology,18.234379,-66.037056,Europe,Acerra,Italia,14472,2017-11-01 05:44:00,70919,1352,42.99,0.17,174234,252.88,0.35,1,252.88,209.89,73.46,Southern Europe,Campania,COMPLETE,1352,65,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.88,0,2017-11-06 05:44:00,Second Class
DEBIT,5,2,39.88,209.89,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Xantha,14562,Brock,XXXXXXXXX,Consumer,PR,5336 Sleepy Sky Common,725.0,10,Technology,18.292366,-66.03706,Europe,Hanover,Alemania,14562,2017-11-02 13:15:00,71009,1352,42.99,0.17,174324,252.88,0.19,1,252.88,209.89,39.88,Western Europe,Baja Sajonia,COMPLETE,1352,65,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.88,0,2017-11-07 13:15:00,Second Class
DEBIT,4,2,177.92,370.67,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Zia,13206,Davis,XXXXXXXXX,Consumer,PR,3836 Blue Brook Stead,725.0,10,Technology,18.213568,-66.03706,Europe,Manchester,Reino Unido,13206,2017-10-13 18:11:00,69653,1349,81.37,0.18,172968,452.04,0.48,1,452.04,370.67,177.92,Northern Europe,Inglaterra,COMPLETE,1349,62,http://images.acmesports.sports/Web+Camera,Web Camera,452.04,0,2017-10-17 18:11:00,Second Class
DEBIT,3,2,129.74,370.67,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Mara,13080,Duffy,XXXXXXXXX,Consumer,PR,4896 Honey Wood ,725.0,10,Technology,18.292048,-66.03706,Europe,Messina,Italia,13080,2017-10-11 22:03:00,69527,1349,81.37,0.18,172842,452.04,0.35,1,452.04,370.67,129.74,Southern Europe,Sicilia,COMPLETE,1349,62,http://images.acmesports.sports/Web+Camera,Web Camera,452.04,0,2017-10-14 22:03:00,Second Class
DEBIT,6,2,62.21,207.36,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,XXXXXXXXX,Sloane,14633,Long,XXXXXXXXX,Consumer,PR,4592 Grand Timber Ramp,725.0,10,Technology,18.246092,-66.03706,Europe,Wilhelmshaven,Alemania,14633,2017-11-03 14:08:00,71080,1352,45.52,0.18,174395,252.88,0.3,1,252.88,207.36,62.21,Western Europe,Baja Sajonia,COMPLETE,1352,65,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.88,0,2017-11-09 14:08:00,Second Class
DEBIT,5,2,90.0,1200.0,Late delivery,1,64,Computers,Caguas,Puerto Rico,XXXXXXXXX,Winifred,14097,Alexander,XXXXXXXXX,Consumer,PR,146 Middle Terrace,725.0,10,Technology,18.209394,-66.037056,Europe,Letchworth,Reino Unido,14097,2017-10-26 18:21:00,70544,1351,300.0,0.2,173859,1500.0,0.08,1,1500.0,1200.0,90.0,Northern Europe,Inglaterra,COMPLETE,1351,64,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500.0,0,2017-10-31 18:21:00,Second Class
DEBIT,2,2,118.66,339.03,Shipping on time,0,62,Cameras ,Caguas,Puerto Rico,XXXXXXXXX,Giselle,13024,Farrell,XXXXXXXXX,Consumer,PR,3710 Little Nook ,725.0,10,Technology,18.291843,-66.03705,Europe,Kilwinning,Reino Unido,13024,2017-10-11 02:26:00,69471,1349,113.01,0.25,172786,452.04,0.35,1,452.04,339.03,118.66,Northern Europe,Escocia,COMPLETE,1349,62,http://images.acmesports.sports/Web+Camera,Web Camera,452.04,0,2017-10-13 02:26:00,Second Class
DEBIT,5,2,415.8,989.99,Late delivery,1,4,Basketball,Caguas,Puerto Rico,XXXXXXXXX,John,778,Buckley,XXXXXXXXX,Consumer,PR,9598 Cinder Close,725.0,2,Fitness,18.227573,-66.04371,Europe,Villeneuve-le-Roi,Francia,778,2017-10-02 11:01:00,68879,60,10.0,0.01,172188,999.99,0.42,1,999.99,989.99,415.8,Western Europe,Isla de Francia,COMPLETE,60,4,http://images.acmesports.sports/SOLE+E25+Elliptical,SOLE E25 Elliptical,999.99,0,2017-10-07 11:01:00,Second Class
DEBIT,5,2,8.62,78.39,Late delivery,1,2,Soccer,Caguas,Puerto Rico,XXXXXXXXX,Nancy,7146,Curry,XXXXXXXXX,Consumer,PR,6998 Old Treasure Crossing,725.0,2,Fitness,18.285421,-66.37057,Europe,Barakaldo,España,7146,2017-09-08 03:42:00,67214,24,1.6,0.02,167987,79.99,0.11,1,79.99,78.39,8.62,Southern Europe,País Vasco,COMPLETE,24,2,http://images.acmesports.sports/Elevation+Training+Mask+2.0,Elevation Training Mask 2.0,79.99,0,2017-09-13 03:42:00,Second Class
DEBIT,6,2,16.34,52.19,Late delivery,1,3,Baseball & Softball,Caguas,Puerto Rico,XXXXXXXXX,Mary,6365,Smith,XXXXXXXXX,Consumer,PR,100 Jagged Cloud Pathway,725.0,2,Fitness,18.246923,-66.370575,Europe,Estocolmo,Suecia,6365,2015-09-17 23:17:00,17810,44,7.8,0.13,44493,59.99,0.31,1,59.99,52.19,16.34,Northern Europe,Estocolmo,COMPLETE,44,3,http://images.acmesports.sports/adidas+Men%27s+F10+Messi+TRX+FG+Soccer+Cleat,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99,0,2015-09-23 23:17:00,Second Class
DEBIT,4,2,12.53,43.19,Late delivery,1,13,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Wayne,8422,Crawford,XXXXXXXXX,Consumer,PR,8110 Old Place,725.0,3,Footwear,18.233799,-66.37057,Europe,Aylesbury,Reino Unido,8422,2015-10-02 07:40:00,18793,278,1.8,0.04,46997,44.99,0.29,1,44.99,43.19,12.53,Northern Europe,Inglaterra,COMPLETE,278,13,http://images.acmesports.sports/Under+Armour+Men%27s+Compression+EV+SL+Slide,Under Armour Men's Compression EV SL Slide,44.99,0,2015-10-06 07:40:00,Second Class
DEBIT,5,2,25.92,95.99,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Ruth,8524,Farrell,XXXXXXXXX,Consumer,PR,1453 Lazy Cider Hill,725.0,3,Footwear,18.24496,-66.37054,Europe,Langenhagen,Alemania,8524,2017-08-08 10:13:00,65109,191,4.0,0.04,162715,99.99,0.27,1,99.99,95.99,25.92,Western Europe,Baja Sajonia,COMPLETE,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2017-08-13 10:13:00,Second Class
DEBIT,4,2,-13.58,94.99,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,3784,Sharp,XXXXXXXXX,Consumer,PR,9221 Cotton Butterfly Terrace,725.0,3,Footwear,18.232208,-66.37063,Europe,Birmingham,Reino Unido,3784,2015-08-17 18:35:00,15673,191,5.0,0.05,39186,99.99,-0.14,1,99.99,94.99,-13.58,Northern Europe,Inglaterra,COMPLETE,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2015-08-21 18:35:00,Second Class
DEBIT,4,2,10.04,41.84,Late delivery,1,13,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Mary,10519,Smith,XXXXXXXXX,Consumer,PR,4110 Quaking Abbey,725.0,3,Footwear,18.265211,-66.37055,Europe,Amsterdam,Países Bajos,10519,2015-09-23 09:57:00,18183,278,3.15,0.07,45455,44.99,0.24,1,44.99,41.84,10.04,Western Europe,Holanda Septentrional,COMPLETE,278,13,http://images.acmesports.sports/Under+Armour+Men%27s+Compression+EV+SL+Slide,Under Armour Men's Compression EV SL Slide,44.99,0,2015-09-27 09:57:00,Second Class
DEBIT,5,2,10.8,89.99,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,David,7132,Guerra,XXXXXXXXX,Consumer,PR,6574 Shady Horse Wood,725.0,3,Footwear,18.285704,-66.37051,Europe,Viena,Austria,7132,2015-10-23 08:31:00,20234,191,10.0,0.1,50536,99.99,0.12,1,99.99,89.99,10.8,Western Europe,Viena,COMPLETE,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2015-10-28 08:31:00,Second Class
DEBIT,5,2,16.72,87.99,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,3709,Padilla,XXXXXXXXX,Consumer,PR,4555 Amber Apple Cape,725.0,3,Footwear,18.29685,-66.37063,Europe,Viena,Austria,3709,2015-07-11 18:49:00,13139,191,12.0,0.12,32867,99.99,0.19,1,99.99,87.99,16.72,Western Europe,Viena,COMPLETE,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.99,0,2015-07-16 18:49:00,Second Class
TRANSFER,5,4,28.85,128.22,Shipping canceled,0,13,Electronics,Freeport,EE. UU.,XXXXXXXXX,Patricia,1509,Petersen,XXXXXXXXX,Consumer,NY,3675 Emerald Goose Bank,11520.0,3,Footwear,40.654865,-73.587074,USCA,Houston,Estados Unidos,1509,2016-05-08 17:42:00,33824,278,6.75,0.05,84424,44.99,0.23,3,134.97,128.22,28.85,US Center ,Texas,SUSPECTED_FRAUD,278,13,http://images.acmesports.sports/Under+Armour+Men%27s+Compression+EV+SL+Slide,Under Armour Men's Compression EV SL Slide,44.99,0,2016-05-13 17:42:00,Standard Class
